Al,V,Cr,Fe,Co,Ni,System_Type_Input,System_Size,System_Type,Solidification Range (K),PROP RT Density (g/cm3),PROP RT Heat Cap (J/(mol K)),PROP RT Therm Cond (W/(mK)),Sconf,Yield Strength (MPa),C_11_Avg,Predicted SFE,PROP 700C VOL EXPCF (1/K)
0.0,0.15,0.0,0.45,0.05,0.35,0.2631578947368421,4,15,13.47972918418509,8.000232210167967,25.75793749019794,17.77255952567847,1.161120818283116,3402.706739928893,0.2460415827496845,-8.507617838127386,4.142192998499341e-05
0.0,0.35,0.05,0.15,0.3,0.15,0.08771929824561403,5,5,39.57930515481894,7.587279892660227,25.07977944878803,6.800311917425204,1.447552194015782,5255.289725057802,0.3410788781225326,132.3977113983693,3.913857660639562e-05
0.05,0.1,0.35,0.0,0.25,0.25,0.1052631578947368,5,6,13.37769406366397,7.662397698044895,24.5951217621041,25.17587721501437,1.440630047111586,3942.31560285795,0.4475594396729277,-6.187853714798159,4.573227587362461e-05
0.7,0.15,0.05,0.0,0.1,0.0,0.3508771929824561,4,20,223.137450631473,3.802292653749094,24.33950420163456,2.136794454731479,0.914285581467099,1412.605826523753,0.2254824943629051,-328.3238391573675,3.169962288166942e-05
0.3,0.25,0.0,0.05,0.25,0.15,0.05263157894736842,5,3,85.08420018559286,6.532412691125316,26.24455381010193,18.06706062960702,1.488693633268308,4858.347656278001,0.3911189234412974,-20.77430886635548,4.326961012814287e-05
0.1,0.55,0.05,0.15,0.15,0.0,0.1228070175438596,5,7,126.8989095995989,6.73366683888999,24.44191067115753,9.224823685777473,1.27799146885846,4164.259606144493,0.06818607283764018,130.5255378458461,4.125554184316862e-05
0.05,0.3,0.05,0.4,0.1,0.1,0.01754385964912281,6,1,52.57446357651679,7.376126361213217,25.21087852983328,7.5263087023542,1.487798380001651,4518.422171673092,0.0757502657346628,142.8676145627799,3.119498993100114e-05
0.15,0.05,0.25,0.25,0.1,0.2,0.01754385964912281,6,1,69.14149858400401,7.285441357010549,25.43096760200569,27.90083234616788,1.679647883756752,3266.829238936838,0.2409987874850027,193.139479616068,1.827011196751881e-05
0.35,0.25,0.15,0.0,0.0,0.25,0.3859649122807017,4,22,70.98124191497891,5.765499804503087,25.23575734085171,28.85185234288341,1.345152921867365,4311.316306572134,0.2650490418242542,-189.3510802048482,4.780914134527566e-05
0.15,0.65,0.05,0.1,0.05,0.0,0.1228070175438596,5,7,63.65521172387594,6.033997270885661,24.34237736270006,19.39514666472266,1.094408629847781,2627.854150071425,-0.01521400269363469,261.7602941154237,4.367229618870353e-05
0.25,0.0,0.5,0.05,0.2,0.0,0.1578947368421053,4,9,145.717038039254,6.614191015709935,24.35091078586993,49.59798312860362,1.164821376724465,1854.145190648755,0.2221852820744594,-156.0511123124804,3.86958253653958e-05
0.15,0.1,0.0,0.05,0.0,0.7,0.2456140350877193,4,14,22.73290815169707,7.699249730809306,25.19725227466552,12.95200056092329,0.9142855814670989,4307.538656774856,0.6275484398892605,245.1447473043424,4.126274120041713e-05
0.2,0.1,0.3,0.25,0.1,0.05,0.01754385964912281,6,1,83.1178989815221,6.727860174750064,24.47279858097318,34.36212013028026,1.639956646341082,2952.499351941061,0.1131833228917233,59.41590094708025,4.007545885189333e-05
0.25,0.0,0.0,0.35,0.35,0.05,0.1754385964912281,4,10,35.61876796075899,7.086272474133322,26.4236880466342,24.26175006011667,1.231235691106747,2323.998446482033,0.3519402833080009,525.5324454678555,3.882217106659716e-05
0.45,0.05,0.0,0.15,0.3,0.05,0.05263157894736842,5,3,77.18670881160301,6.03795873824871,24.83435131580336,24.64734839074028,1.304661529684059,3558.305403184817,0.383554730544275,-236.8575656133303,4.585137964168941e-05
0.4,0.1,0.05,0.0,0.25,0.2,0.1052631578947368,5,6,98.21195530320301,6.234956868447785,25.55695126648061,29.6510657117462,1.415022588493559,4351.488913742045,0.4828590065256998,-177.2430172845432,4.287029801845472e-05
0.1,0.1,0.0,0.15,0.25,0.4,0.05263157894736842,5,3,20.06405539772823,7.906524059105269,25.95794296212261,12.24517601357514,1.458174899361326,3568.370310180857,0.5649014064087913,124.1456460400664,3.830677844981384e-05
0.0,0.05,0.1,0.0,0.8,0.05,0.3333333333333333,4,19,2.894152282179903,8.461993543450808,25.017888056027,51.66517194176947,0.7083465777061714,1839.490640922493,0.7823234637821845,-232.8742345900909,4.202310038363568e-05
0.05,0.1,0.1,0.15,0.05,0.55,0.01754385964912281,6,1,13.25867959390098,8.008680442241195,25.78203176744864,19.18716809181185,1.373468594102682,3814.139733263917,0.4985692533118237,85.4018078194298,4.555401721393347e-05
0.05,0.3,0.0,0.05,0.25,0.35,0.05263157894736842,5,3,70.01389757228003,7.657905557707727,25.45770763390465,4.910701723845232,1.37477640250769,5540.283953129142,0.5082669365131346,301.1692023110866,4.261960604883993e-05
0.25,0.0,0.05,0.05,0.65,0.0,0.1578947368421053,4,9,63.30123368618297,7.312271977628225,25.24168030868168,38.22522704149108,0.926155713095467,2691.584100261839,0.6481075282760398,156.1243272267156,4.808069412343961e-05
0.0,0.4,0.15,0.35,0.1,0.0,0.1403508771929824,4,8,150.868410154023,7.197017599009929,24.81531346711563,5.562975739847112,1.248780543356486,4203.505841085882,-0.02549354688702437,-69.34142466290974,3.26121040688895e-05
0.1,0.2,0.05,0.0,0.45,0.2,0.1052631578947368,5,6,41.84058018015799,7.570735566242387,26.18703183179605,10.81857043887497,1.383148751248741,4709.474241100716,0.5938005023486981,129.6219928985441,3.855539845715846e-05
0.0,0.15,0.4,0.45,0.0,0.0,0.6491228070175439,3,37,51.59360778042696,7.41235345707995,24.09368205167084,25.78795342737651,1.010412753780541,2550.701260696885,-0.1149061860031121,-570.5296227888701,2.999999943536978e-05
0.2,0.4,0.3,0.05,0.05,0.0,0.1228070175438596,5,7,63.21941760936693,5.985694252072976,24.10627037897939,20.92454587721525,1.349168943889662,1855.496868264733,0.02997720102447468,144.3370784279851,4.374301824095193e-05
0.1,0.0,0.05,0.7,0.1,0.05,0.07017543859649122,5,4,12.00027628441103,7.525428339023142,25.83420438168105,29.07261276065349,1.009762706711321,934.4913452338407,0.01446090790237706,297.0664260807974,4.352678946819539e-05
0.05,0.3,0.1,0.0,0.45,0.1,0.1052631578947368,5,6,54.02975756839419,7.495386245093396,25.44244387172512,10.383877951735,1.330823936872287,5061.643605669216,0.483052960189726,109.0880768666025,4.077098095275664e-05
0.0,0.05,0.15,0.4,0.05,0.35,0.08771929824561403,5,5,3.278729914470887,8.038869082635093,25.59153217043786,34.08689416157065,1.318095261412481,2401.379034644693,0.2652429954882803,23.82282086172432,4.520810571938168e-05
0.35,0.1,0.0,0.05,0.1,0.4,0.05263157894736842,5,3,89.30767081317094,6.540019244969253,30.00081828940893,22.71674833257224,1.344257668600708,4746.370409719884,0.4991511143039025,-17.55997752195693,2.893547549490604e-05
0.1,0.1,0.05,0.6,0.1,0.05,0.01754385964912281,6,1,15.27784221071283,7.362715491159419,25.8218578164815,20.15437205303243,1.296844129513207,2714.732585332203,0.02377068377563565,220.09906752034,3.904597417743984e-05
0.0,0.0,0.15,0.5,0.2,0.15,0.1929824561403509,4,11,1.848853128946985,8.08553324378837,26.27852740715753,35.88788654766465,1.237597168232557,845.145397365686,0.2138452745213319,-120.2836567756758,5.129764819106814e-05
0.0,0.3,0.0,0.65,0.0,0.05,0.631578947368421,3,36,0.0130433309880118,7.525790159182716,24.60446832355956,17.77497395303092,0.7909873504355757,4110.942564294362,-0.1226643325641609,-173.9612048626779,3.048299193183048e-05
0.05,0.2,0.2,0.45,0.1,0.0,0.1228070175438596,5,7,52.95825777766208,7.310824956644175,24.94921531797445,7.421893453100108,1.383148751248741,3376.248408878113,-0.0136623733814249,-57.65094237230726,3.367123915341454e-05
0.2,0.3,0.15,0.05,0.25,0.05,0.01754385964912281,6,1,72.2149001801381,6.719908448694041,25.52064632618567,18.83186212202637,1.613794239152855,4253.596369311495,0.2737769567054339,-22.7233782306521,3.967405318261256e-05
0.0,0.05,0.25,0.35,0.3,0.05,0.08771929824561403,5,5,29.65869724893696,7.904420212217786,26.4340575740789,33.18208247342886,1.37477640250769,2268.770784981476,0.2425504167972125,-215.8725640558244,4.824067785273632e-05
0.35,0.0,0.2,0.2,0.25,0.0,0.1578947368421053,4,9,41.70588358363784,6.37366915035755,24.79210015735589,32.18660031782826,1.35778649882815,2610.863278932305,0.2638853198400968,-140.7290602206735,4.411454132083272e-05
0.0,0.2,0.4,0.0,0.05,0.35,0.3333333333333333,4,19,97.94026918690292,7.498513376784867,24.2906760340702,29.17605131901446,1.205628232488719,4647.83081032766,0.3267263069845923,121.5667919607948,4.495836991577332e-05
0.25,0.05,0.15,0.4,0.05,0.1,0.01754385964912281,6,1,26.10268649215004,6.661883489803919,25.02838379950845,30.51044565717834,1.52748961741732,2959.409261567229,0.09844284442573058,217.4724208888289,4.387903334152443e-05
0.2,0.3,0.3,0.0,0.15,0.05,0.1052631578947368,5,6,159.945453022335,6.387174734822405,24.24772760423366,30.76856251691488,1.478625876492963,3291.128269652283,0.1886312981979232,-9.72704021585669,3.845975197493026e-05
0.1,0.0,0.55,0.3,0.05,0.0,0.1578947368421053,4,9,55.6824254266719,7.064779196754635,24.13495586552017,50.19547560314671,1.070047314690476,1413.92036732891,-0.001637246211799269,-105.8602537280063,4.295975037448677e-05
0.05,0.7,0.1,0.15,0.0,0.0,0.2982456140350877,4,17,39.3617312790027,6.365726331648371,24.26695789745281,17.66698655243846,0.9142855814670989,2457.78250180028,-0.0997778002090669,-102.2586461305749,3.928083696143965e-05
0.2,0.15,0.05,0.0,0.55,0.05,0.1052631578947368,5,6,92.67246397212102,7.158711346322646,25.26485813723412,14.65771106855562,1.234839157990693,4243.278033634158,0.5817753751790725,86.7808892006309,3.78399402075685e-05
0.15,0.45,0.0,0.2,0.15,0.05,0.05263157894736842,5,3,94.95434373340504,6.682936557531555,25.23028598807286,8.583491902744678,1.400138654928281,4714.890894190904,0.1246265890692704,105.5576750725715,4.232153912468443e-05
0.2,0.45,0.15,0.0,0.0,0.2,0.3859649122807017,4,22,205.403914537726,6.179221771089703,25.99816721703974,33.26946663379539,1.28767162600452,4294.774460279539,0.166520580498934,53.04036790107259,4.266621075240082e-05
0.0,0.05,0.45,0.2,0.3,0.0,0.1403508771929824,4,8,57.547807272005,7.672959099656818,25.6089052909374,47.7784820840725,1.192194500760298,2453.899481056437,0.22625830901901,-268.8970519373099,3.487142441624736e-05
0.0,0.15,0.05,0.25,0.45,0.1,0.08771929824561403,5,5,44.32535341827383,8.021890374368379,26.08301248619682,13.87337168305603,1.370515174287956,3352.400784653333,0.4386375711277216,-92.28602981490816,4.508879243740079e-05
0.25,0.0,0.05,0.1,0.2,0.4,0.07017543859649122,5,4,113.2336301973171,7.339990852012636,26.58551606873516,25.77181721836724,1.415022588493559,3320.624035125601,0.5711079236576303,429.3291434913854,1.14244440382e-05
0.0,0.25,0.55,0.0,0.05,0.15,0.3333333333333333,4,19,178.7437609470901,7.221812860365722,24.01976804867445,35.91395547608794,1.109738552106146,3402.526717850409,0.1426642798237089,-16.66998768154276,3.94031362083357e-05
0.25,0.05,0.0,0.0,0.35,0.35,0.3157894736842105,4,18,84.00512975899392,7.275024190212927,28.08933040068951,19.77374316269066,1.231235691106747,3857.769240576701,0.6824373268086809,356.6630408317154,2.381368217040535e-05
0.0,0.0,0.1,0.1,0.25,0.55,0.1929824561403509,4,11,0.8367267564360645,8.522351617665306,25.16368231954402,36.93654526524142,1.135900959294373,845.2462995464989,0.6956261759624639,30.98492387843406,4.695431375482391e-05
0.35,0.0,0.0,0.2,0.05,0.4,0.1754385964912281,4,10,81.65632471913,6.617525804283585,28.11683938489296,20.37734891248948,1.205628232488719,3655.433722733163,0.4330129148709612,130.2124096354086,-9.0933067376323e-06
0.0,0.1,0.05,0.5,0.3,0.05,0.08771929824561403,5,5,46.01762399204404,7.966204353906711,26.7762117618986,19.38554691714655,1.237597168232557,2276.884286323039,0.2091903865847025,-87.10648325007088,4.630498152099149e-05
0.0,0.1,0.25,0.05,0.3,0.3,0.08771929824561403,5,5,20.48299972468385,8.03555486765145,24.80344746709306,5.661397036976335,1.449002395852638,3720.6520364822,0.5187404343705507,10.67063149507304,4.601818192712195e-05
0.35,0.3,0.05,0.0,0.2,0.1,0.1052631578947368,5,6,6.278827665755898,5.91529945615752,24.57961236359552,27.32457466295792,1.430562290336242,4325.203161347185,0.3150890871430191,-195.5153003195146,4.446468153042249e-05
0.2,0.15,0.15,0.05,0.45,0.0,0.1228070175438596,5,7,88.67214334910796,6.9937702870408,26.89240060499287,22.87987581673719,1.400138654928281,3913.95386775494,0.4328189612069351,-40.88448461174512,4.260611816132373e-05
0.55,0.0,0.15,0.25,0.0,0.05,0.2807017543859649,4,16,137.966242296726,4.942879780231475,24.23041053043562,2.331518791615593,1.109738552106146,2143.181609450775,0.1083344812910678,-322.2234686320272,5.718778729216598e-05
0.5,0.0,0.05,0.0,0.05,0.4,0.3684210526315789,4,21,232.737994502317,5.927826560582492,26.6609378886642,36.07920967671468,1.012663110385034,4294.511584963539,0.5053576315527415,-292.0357105410481,4.940137315475976e-05
0.4,0.0,0.15,0.1,0.2,0.15,0.07017543859649122,5,4,114.330915485479,6.211590647284568,24.86540010431781,34.61588308317424,1.487798380001651,3351.61438173523,0.3814212402399865,-179.6157768168329,4.541726404951448e-05
0.05,0.0,0.65,0.15,0.05,0.1,0.07017543859649122,5,4,153.997683879777,7.366319397556962,24.44060709240148,59.57739290058071,1.094408629847781,1934.969012281334,0.1050372690026221,-253.3794614191529,2.904975582088084e-05
0.05,0.2,0.4,0.0,0.35,0.0,0.3508771929824561,4,20,135.6449987165511,7.272680245749341,25.25154861541523,27.55418190886338,1.205628232488719,3594.221553716555,0.3084946625661275,4.133274599859826,4.08689321161272e-05
0.05,0.05,0.1,0.25,0.55,0.0,0.1228070175438596,5,7,24.02300249777591,7.936477667828835,26.57088687556097,13.25654623569973,1.205215677350367,2114.008652146147,0.4648213157712613,-33.97934062788039,4.61771878453914e-05
0.3,0.15,0.05,0.3,0.15,0.05,0.01754385964912281,6,1,12.26773077165512,6.393156345507764,24.88126919342904,23.30587560232748,1.591092905416725,3702.861340490837,0.1690419781312749,8.128635789194842,4.582971134071609e-05
0.2,0.15,0.15,0.05,0.05,0.4,0.01754385964912281,6,1,97.07126905316818,7.014866715632476,27.83747892681276,21.91469352027416,1.557113098057646,4813.800675046252,0.4126477801482081,266.7088327181974,3.981698975334482e-05
0.2,0.15,0.1,0.35,0.1,0.1,0.01754385964912281,6,1,33.28923089443492,6.849719573542472,24.90540034705191,15.54868060979848,1.664668851692453,3734.348613973516,0.1341303186065552,214.7478877221739,3.501722585060533e-05
0.3,0.0,0.2,0.05,0.35,0.1,0.07017543859649122,5,4,58.56273955601296,6.826318749695618,25.921497719537,26.19497436516193,1.430562290336242,3197.81858184006,0.4652092230993137,-10.77847293491283,3.964249292493786e-05
0.05,0.4,0.1,0.15,0.15,0.15,0.01754385964912281,6,1,119.8436997660519,7.184291160913926,25.17854242250905,4.225344486020734,1.600265408925412,5126.003948758469,0.2056992206322306,187.0844101547526,3.281455388105171e-05
0.05,0.05,0.05,0.0,0.55,0.3,0.1052631578947368,5,6,3.784777856323899,8.299990307497456,25.10327152231184,43.37077638801889,1.139362032746471,2352.870630209366,0.7811597417980272,-41.67498806516784,4.126664533744731e-05
0.0,0.1,0.0,0.65,0.15,0.1,0.2631578947368421,4,15,34.61251059215215,7.923152069194345,26.29632705429685,26.77892294445649,1.025093911791787,2015.61962677168,0.08350841229571156,-126.7052093011701,4.702917889222287e-05
0.15,0.15,0.25,0.0,0.3,0.15,0.1052631578947368,5,6,53.1586325924161,7.16279764572538,27.34413292637328,28.60717645854703,1.5614694247764,4185.591649689956,0.4233152316696501,-0.961456220631249,4.34461264403518e-05
0.05,0.0,0.8,0.1,0.0,0.05,0.2807017543859649,4,16,101.9275015400499,7.136960204191122,24.50368219524535,70.50271356016935,0.7083465777061714,732.8756875918342,0.02241300812745213,-296.6134991936863,3.308965554662874e-05
0.3,0.15,0.1,0.2,0.05,0.2,0.01754385964912281,6,1,21.78660466652514,6.372113202751686,25.9633044624934,28.21681647046445,1.669580126981407,4150.485278998765,0.2278099383312198,9.557724462239442,4.935037461070127e-05
0.55,0.05,0.15,0.0,0.1,0.15,0.1052631578947368,5,6,380.2113968885681,5.07402512800531,24.54940965981223,13.53712193760114,1.27799146885846,3244.711880919192,0.335260268201746,-323.2696024700806,4.329225062244197e-05
0.4,0.25,0.15,0.0,0.0,0.2,0.3859649122807017,4,22,132.1193313708338,5.685111042562502,24.31430434808135,10.20888260581955,1.319545463249337,3792.755331730806,0.2316890116117442,-260.5198072088821,5.146044936638374e-05
0.45,0.0,0.15,0.0,0.25,0.15,0.3684210526315789,4,21,170.7128835364222,6.055307069378746,24.62684320198605,30.70012976766016,1.275038049043734,3507.271798357548,0.459196659514501,-263.2494557725715,4.351471874779849e-05
0.0,0.3,0.05,0.0,0.2,0.45,0.3333333333333333,4,19,52.98181689395778,7.725274725540159,24.74760898985551,3.653669512696538,1.192194500760298,5657.091263123805,0.5486092986305886,308.0755340925841,4.244554647743011e-05
0.35,0.0,0.05,0.1,0.35,0.15,0.07017543859649122,5,4,68.17523227310312,6.763206030839464,26.27637871046318,24.47158259601574,1.399488607859061,3362.071511788077,0.5119520561296329,79.03626813191673,2.90770950708034e-05
0.0,0.65,0.05,0.2,0.05,0.05,0.08771929824561403,5,5,87.34203873654815,7.002278210191593,24.39001764105342,0.961138343671217,1.051256318980014,4390.247129787217,-0.0237479639107884,-28.50134387030174,3.512316086102695e-05
0.0,0.0,0.05,0.25,0.0,0.7,0.5614035087719298,3,32,1.36359900992602,8.484316169898502,25.4188615235762,38.66918052254046,0.7460326647147849,231.5320101670467,0.5649014064087912,52.26385861279971,4.109228872792904e-05
0.3,0.0,0.1,0.1,0.5,0.0,0.1578947368421053,4,9,43.48680763400512,6.928356535741981,25.63345558155561,20.61328298772941,1.168282450176563,2910.997721262986,0.5080729828491085,61.25880193595736,4.566386186263288e-05
0.15,0.1,0.4,0.0,0.25,0.1,0.1052631578947368,5,6,104.0148184618558,7.061373270036815,28.70616890140809,39.52666223646708,1.458174899361326,3425.228992015449,0.3360360828578508,-151.8212485887597,4.314557005691251e-05
0.35,0.15,0.15,0.1,0.0,0.25,0.03508771929824561,5,2,8.827737169777947,6.016169460274655,25.94461338594556,31.33050990992105,1.513405838619679,4174.051453270308,0.2557392659509955,-147.5522596707656,5.985815182158037e-05
0.1,0.3,0.05,0.05,0.0,0.5,0.03508771929824561,5,2,41.79661548845911,7.331395353221211,24.97946119547123,10.61255721252634,1.237597168232557,5838.038235189905,0.4174966217488636,345.6215646414641,4.016081695997771e-05
0.5,0.0,0.15,0.15,0.05,0.15,0.07017543859649122,5,4,177.678957244186,5.644294810157933,24.45875487319426,7.152982460500271,1.350064197156319,3059.243128274141,0.2528299609906022,-306.2249701914839,6.476322537375016e-05
0.15,0.05,0.05,0.15,0.4,0.2,0.01754385964912281,6,1,11.72987241233,7.67569189492671,26.76023247113335,16.5724663028854,1.557113098057646,3070.908490501548,0.5439544106939594,227.921531895553,3.164725222775527e-05
0.15,0.1,0.0,0.5,0.0,0.25,0.2456140350877193,4,14,80.4681199543279,7.247171957164116,26.11120870278683,26.75568817369195,1.207973687592232,3378.658313496574,0.1387852065431844,413.7049199335404,3.458218364326549e-05
0.3,0.05,0.35,0.15,0.05,0.1,0.01754385964912281,6,1,120.3345008176989,6.236293154266677,24.7408083632763,27.68372190211188,1.543029319260004,2678.584470631437,0.1574047582897017,-124.9486317591551,5.402067936139394e-05
0.0,0.15,0.3,0.15,0.35,0.05,0.08771929824561403,5,5,29.31959458545498,7.706508816215877,25.21989705837768,25.79621817041645,1.447552194015782,3606.789018432511,0.3181923457674385,29.71899088174223,4.416445775382173e-05
0.05,0.55,0.05,0.0,0.0,0.35,0.3859649122807017,4,22,212.5275770155658,6.951523080672001,25.14238455478335,6.493386218468052,0.9958213213455276,6028.207865774591,0.2569029879351528,299.9431260750417,3.374819023583702e-05
0.35,0.0,0.2,0.15,0.1,0.2,0.07017543859649122,5,4,72.5848967387069,6.35236259097909,25.32655010872986,37.51252808174164,1.526039415580464,3300.589481183397,0.310628152870416,-77.99370803766581,4.384669961024595e-05
0.0,0.0,0.8,0.05,0.1,0.05,0.1929824561403509,4,11,109.9459085769761,7.449256156992789,24.1069579321902,58.06154779656539,0.7083465777061714,1332.987703134353,0.1151228595319855,-485.4938297737351,3.319217083230869e-05
0.05,0.05,0.5,0.0,0.05,0.35,0.1052631578947368,5,6,98.07528177910513,7.628550455950385,24.24234964564675,36.75175033561854,1.163371174887609,3696.213309940299,0.3527160979641058,-76.48180266738873,4.162082545927326e-05
0.05,0.0,0.0,0.15,0.7,0.1,0.1754385964912281,4,10,6.710829237618782,8.4238141336675,26.23578880047717,47.5467945913906,0.9142855814670989,37.34542903395352,0.7202582912937938,-13.33492872712688,5.406219216767078e-05
0.3,0.0,0.05,0.05,0.3,0.3,0.07017543859649122,5,4,104.459258060152,7.082296605926696,30.48810286418302,21.60500454054646,1.383148751248741,3497.524715176208,0.5970977146371438,290.0986271612893,4.052792922001444e-05
0.0,0.2,0.3,0.15,0.05,0.3,0.08771929824561403,5,5,57.20567711883587,7.64289455210022,25.02113537593686,25.85839457574014,1.478625876492963,4476.901636266959,0.2534118219826809,131.4284172863982,3.898368311307225e-05
0.0,0.3,0.2,0.3,0.1,0.1,0.08771929824561403,5,5,106.7715725501571,7.406120056376674,25.0274362606433,11.26966031924187,1.504788283681191,4346.114099855879,0.0833144586316854,53.42068557571986,3.342861475822532e-05
0.4,0.0,0.0,0.05,0.2,0.35,0.1754385964912281,4,10,43.49938033948797,6.535152823765777,29.72440524899866,24.03542367718785,1.205628232488719,3922.60780907078,0.570138155337499,-69.49866446034213,3.017299876994516e-05
0.05,0.35,0.15,0.15,0.2,0.1,0.01754385964912281,6,1,119.0202675802809,7.222127033525052,25.159101056488,7.170704984514987,1.638506444504226,4767.317912058103,0.213069459865227,150.2821637785335,3.731502661348627e-05
0.0,0.05,0.2,0.5,0.0,0.25,0.2280701754385965,4,13,8.432797514293043,7.896818157334436,24.87701083009597,41.91597005133226,1.164821376724465,2369.544115838906,0.1093042496111989,-93.54090652344478,3.974924700428395e-05
0.05,0.2,0.0,0.05,0.6,0.1,0.05263157894736842,5,3,43.66127230939605,7.848898542417574,25.514824585116,4.96510021578125,1.158214693401218,4267.119963166797,0.6252209959209458,-76.39558027783292,2.99061163315319e-05
0.05,0.15,0.6,0.05,0.15,0.0,0.1228070175438596,5,7,109.413798675364,7.091787205415218,25.0083251430624,41.00538272882262,1.175204597080758,2173.975738137774,0.1145409985399069,-133.8134004848069,4.004098332107854e-05
0.25,0.5,0.15,0.0,0.0,0.1,0.3859649122807017,4,22,199.228427138914,5.67866004586741,24.61049430348794,22.82695351875478,1.207973687592232,2780.684869781347,0.08350841229571156,59.89847468254747,4.612870740384993e-05
0.55,0.2,0.05,0.0,0.2,0.0,0.3508771929824561,4,20,197.8765221632279,4.795568653985671,24.42644679103978,12.48135065907912,1.122372129066931,2842.918774745519,0.2809532422744042,-324.2987177549349,4.262157022364956e-05
0.0,0.25,0.05,0.35,0.15,0.2,0.08771929824561403,5,5,50.75787336500412,7.738006744984182,25.69998893159209,8.737398919520768,1.470253527751912,4489.197979364973,0.2155908574975678,81.17498691290139,3.945520030657198e-05
0.55,0.25,0.05,0.05,0.0,0.1,0.03508771929824561,5,2,273.316648579495,4.625121886887005,24.33780946739716,5.360185357485355,1.205215677350367,2714.193764644968,0.1669084878269865,-324.0618413261616,5.335560534651115e-05
0.1,0.3,0.1,0.3,0.05,0.15,0.01754385964912281,6,1,61.07662102427707,7.084586569557578,26.09652273531537,6.582838482447391,1.617255312604952,4592.499132912064,0.1036795933544386,185.6471355062514,2.981740026841296e-05
0.0,0.1,0.25,0.55,0.0,0.1,0.2280701754385965,4,13,200.044614772841,7.667134268259057,24.5095828167905,33.59422150533165,1.135900959294373,2695.302394904042,-0.03945821069691226,-395.1133550882251,3.013166729626088e-05
0.0,0.4,0.0,0.55,0.0,0.05,0.631578947368421,3,36,1.427015539941976,7.348355924772903,24.52573650589329,9.847575471515745,0.8451132568429528,4611.659746825841,-0.1133545566909023,-73.2286657402388,2.999999940720318e-05
0.0,0.15,0.0,0.25,0.35,0.25,0.2631578947368421,4,15,28.95567758605011,8.130958050119252,26.16033187950961,11.14403932986062,1.345152921867365,3380.585572198924,0.4783980722530967,-119.341336349587,4.384386377021079e-05
0.0,0.0,0.0,0.75,0.2,0.05,0.4736842105263158,3,27,1.479300250138976,8.070123516876967,26.61475884724496,40.90794498081809,0.6874357505033553,-1681.697531553238,0.0767200340547939,-661.0346356746428,4.787786776439364e-05
0.45,0.25,0.15,0.1,0.0,0.05,0.03508771929824561,5,2,232.553839603127,5.029673609647313,24.2267024150351,9.58157864219516,1.370515174287956,2241.706985240687,0.08971492954455065,-295.5451251465266,6.269587318011613e-05
0.15,0.4,0.0,0.0,0.05,0.4,0.3157894736842105,4,18,141.357516295845,6.894212562833956,28.0198618893337,10.12134619163298,1.167387196909906,6087.337551117197,0.3864640355046683,244.53435594458,4.019954981502605e-05
0.05,0.25,0.05,0.25,0.3,0.1,0.01754385964912281,6,1,21.28724719857814,7.559387791647566,25.96242064100806,9.394046301812573,1.58417075851253,4500.196120612552,0.298409072036764,125.2272072985441,3.907054360526407e-05
0.2,0.0,0.1,0.35,0.3,0.05,0.07017543859649122,5,4,13.25019488075395,7.195297868680673,26.29817117122002,30.25966646304569,1.430562290336242,2285.130954727357,0.293172323108056,423.5814916744247,4.002476243668906e-05
0.05,0.0,0.05,0.0,0.4,0.5,0.3684210526315789,4,21,0.8198269928259379,8.521480350126184,25.06691189955745,48.01240161723003,1.012663110385034,1080.06179829187,0.8232476868917171,11.65267978553266,4.953310696963325e-05
0.0,0.05,0.3,0.15,0.2,0.3,0.08771929824561403,5,5,13.2883043807899,7.998461151621544,25.13349607397686,34.8483771385124,1.478625876492963,3104.761198160385,0.4099324288518409,-35.28254640494484,4.624202460690266e-05
0.15,0.0,0.45,0.2,0.2,0.0,0.1578947368421053,4,9,70.1116412126471,7.082511748730646,24.98440391718759,46.62618701343557,1.28767162600452,2050.873592480666,0.1707875611075109,-44.6106597488555,4.287807440023641e-05
0.05,0.7,0.0,0.05,0.05,0.15,0.05263157894736842,5,3,152.941210159705,6.753083540704768,25.43531498486118,9.665784267373835,0.9836002995230935,4843.901632376147,0.1009642420580715,103.9390087959084,3.661069849221398e-05
0.15,0.0,0.15,0.25,0.0,0.45,0.2807017543859649,4,16,25.71655514005283,7.475582708303779,24.72241438590572,39.10855835934164,1.275038049043734,2980.604820183929,0.3752147229911473,384.2535377682153,2.805231364424996e-05
0.15,0.3,0.0,0.05,0.1,0.4,0.05263157894736842,5,3,99.16911424933687,7.180824128365061,26.83753824749146,10.78445953653465,1.392321254757429,5725.434707705744,0.4339826831910923,304.4106390776959,4.048674287024789e-05
0.05,0.05,0.3,0.2,0.2,0.2,0.01754385964912281,6,1,13.16190324725108,7.762851274249632,25.69872289495834,32.74165445416541,1.62642781611364,3087.416617356511,0.3222653727119892,-24.57470750843531,3.675259420588112e-05
0.0,0.05,0.2,0.45,0.25,0.05,0.08771929824561403,5,5,28.75098538422185,7.899463929549871,26.43043294483505,33.01586771302743,1.327362863420189,2013.696414603578,0.176218263700245,-261.7487161042101,4.898770914376596e-05
0.55,0.0,0.05,0.15,0.15,0.1,0.07017543859649122,5,4,294.2679029300091,5.182728116776881,24.61177310033236,9.096686834383696,1.27799146885846,3185.650482407176,0.314119318822888,-317.642462462136,5.23658735927476e-05
